FIPS,State,County,Income Inequality 80th Percentile Income,Income Inequality 20th Percentile Income,Income Inequality Income Ratio,Income Inequality National Z-Score
51003,Virginia,Albemarle,188485,41877,4.5009193591,-0.069316301
51005,Virginia,Alleghany,107965,19407,5.5631988458,1.2712901615
51007,Virginia,Amelia,121907,31146,3.9140499583,-0.809950872
51009,Virginia,Amherst,123621,25935,4.7665702718,0.265937589
51011,Virginia,Appomattox,112289,24546,4.5746353785,0.0237139918
51013,Virginia,Arlington,,,,0.0
51015,Virginia,Augusta,127978,33815,3.7846517818,-0.973252558
51017,Virginia,Bath,113833,20488,5.5560816087,1.262308143
51019,Virginia,Bedford,138005,35317,3.907608234,-0.818080387
51021,Virginia,Bland,109022,31330,3.4797957229,-1.357983703
51023,Virginia,Botetourt,140864,36252,3.8856890654,-0.845742579
51025,Virginia,Brunswick,100305,22111,4.5364298313,-0.024501759
51027,Virginia,Buchanan,83568,18108,4.6149768058,0.0746252434
51029,Virginia,Buckingham,110025,23966,4.5908787449,0.0442132693
51031,Virginia,Campbell,113634,28472,3.9910789548,-0.712739571
51033,Virginia,Caroline,143415,37543,3.8200197107,-0.928617907
51035,Virginia,Carroll,96851,21786,4.4455613697,-0.139178592
51036,Virginia,Charles City,122981,26324,4.671820392,0.146362371
51037,Virginia,Charlotte,100516,18610,5.4011821601,1.066823617
51041,Virginia,Chesterfield,171411,46031,3.7238165584,-1.050027169
51043,Virginia,Clarke,173943,45952,3.7853194638,-0.972409938
51045,Virginia,Craig,130816,29375,4.4533106383,-0.129398944
51047,Virginia,Culpeper,165332,42731,3.8691348202,-0.866634189
51049,Virginia,Cumberland,116603,33750,3.4549037037,-1.38939766
51051,Virginia,Dickenson,84634,14978,5.6505541461,1.3815333523
51053,Virginia,Dinwiddie,133908,33558,3.9903450742,-0.713665735
51057,Virginia,Essex,105822,19296,5.484141791,1.1715194327
51059,Virginia,Fairfax,,,,0.0
51061,Virginia,Fauquier,214548,57513,3.7304261645,-1.041685785
51063,Virginia,Floyd,112659,22692,4.9647012163,0.5159806595
51065,Virginia,Fluvanna,154639,41759,3.7031298642,-1.076133967
51067,Virginia,Franklin,122854,26273,4.6760552659,0.1517068206
51069,Virginia,Frederick,162900,45728,3.5623687894,-1.253775735
51071,Virginia,Giles,107488,28936,3.7146806746,-1.061556738
51073,Virginia,Gloucester,145877,40418,3.6092087684,-1.194663252
51075,Virginia,Goochland,213292,51682,4.1270074688,-0.541196539
51077,Virginia,Grayson,86686,19435,4.460303576,-0.120573792
51079,Virginia,Greene,152774,42867,3.5639069681,-1.25183454
51081,Virginia,Greensville,106186,26710,3.9755147885,-0.732381692
51083,Virginia,Halifax,98758,18726,5.2738438535,0.9061215052
51085,Virginia,Hanover,181408,48102,3.7713192799,-0.990078298
51087,Virginia,Henrico,161854,38092,4.2490286674,-0.387204666
51089,Virginia,Henry,87598,19020,4.605573081,0.0627576563
51091,Virginia,Highland,106938,29683,3.6026681939,-1.202917517
51093,Virginia,Isle of Wight,167186,33656,4.9674946518,0.5195060007
51095,Virginia,James City,178503,47542,3.7546380043,-1.011130221
51097,Virginia,King and Queen,131963,27020,4.8839008142,0.4140098104
51099,Virginia,King George,174913,46524,3.7596294386,-1.004830985
51101,Virginia,King William,137965,36536,3.776138603,-0.983996268
51103,Virginia,Lancaster,129705,26251,4.9409546303,0.48601225
51105,Virginia,Lee,87978,15983,5.5044735031,1.19717824
51107,Virginia,Loudoun,,,,0.0
51109,Virginia,Louisa,146429,35755,4.0953433086,-0.581157
51111,Virginia,Lunenburg,96727,21672,4.4632244371,-0.116887639
51113,Virginia,Madison,132527,32628,4.0617567733,-0.623543516
51115,Virginia,Mathews,155560,36805,4.2265996468,-0.415510296
51117,Virginia,Mecklenburg,106431,19021,5.5954471374,1.3119878015
51119,Virginia,Middlesex,136220,31403,4.3378021208,-0.275171753
51121,Virginia,Montgomery,132274,20702,6.3894309729,2.3140026897
51125,Virginia,Nelson,147939,28479,5.1946697567,0.8062030683
51127,Virginia,New Kent,182244,55470,3.2854515955,-1.603247776
51131,Virginia,Northampton,121606,21413,5.67907346,1.4175249883
51133,Virginia,Northumberland,142620,25647,5.560884314,1.268369201
51135,Virginia,Nottoway,112006,23972,4.6723677624,0.1470531574
51137,Virginia,Orange,156028,40223,3.8790741615,-0.854090648
51139,Virginia,Page,104715,25897,4.0435185543,-0.646560315
51141,Virginia,Patrick,109480,19283,5.6775398019,1.4155894976
51143,Virginia,Pittsylvania,100044,21577,4.6366037911,0.1019186973
51145,Virginia,Powhatan,185382,53014,3.4968498887,-1.336461189
51147,Virginia,Prince Edward,111175,21731,5.1159633703,0.7068748863
51149,Virginia,Prince George,140390,41852,3.3544394533,-1.516184466
51153,Virginia,Prince William,216428,60200,3.5951495017,-1.212406175
51155,Virginia,Pulaski,109036,25530,4.2708969839,-0.35960665
51157,Virginia,Rappahannock,194589,41093,4.7353320517,0.2265146684
51159,Virginia,Richmond,135418,33484,4.044259945,-0.645624673
51161,Virginia,Roanoke,144896,34491,4.2009799658,-0.447842569
51163,Virginia,Rockbridge,121308,29774,4.0742930073,-0.607722673
51165,Virginia,Rockingham,127952,36192,3.5353669319,-1.287852327
51167,Virginia,Russell,89890,19663,4.5715302853,0.0197953357
51169,Virginia,Scott,93096,17624,5.2823422606,0.9168465729
51171,Virginia,Shenandoah,117044,28771,4.0681241528,-0.615507824
51173,Virginia,Smyth,92145,19341,4.7642314255,0.2629859434
51175,Virginia,Southampton,124692,30058,4.1483797991,-0.514224462
51177,Virginia,Spotsylvania,179989,47225,3.8113075701,-0.939612709
51179,Virginia,Stafford,215491,61693,3.4929570616,-1.341373973
51181,Virginia,Surry,126442,24208,5.2231493721,0.8421446044
51183,Virginia,Sussex,112598,25402,4.432643099,-0.155481568
51185,Virginia,Tazewell,102305,19894,5.142505278,0.7403710174
51187,Virginia,Warren,157153,36080,4.3556818182,-0.252607411
51191,Virginia,Washington,112765,25588,4.4069485696,-0.1879083
51193,Virginia,Westmoreland,121339,20745,5.8490720656,1.6320647888
51195,Virginia,Wise,86651,19111,4.5340903145,-0.027454251
51197,Virginia,Wythe,100376,21306,4.7111611753,0.1960108005
51199,Virginia,York,179401,52180,3.4381180529,-1.410581305
51510,Virginia,Alexandria City,223549,53860,4.1505569996,-0.511476815
51515,Virginia,Bedford City,,,,
51520,Virginia,Bristol City,100738,19063,5.2844777842,0.9195416234
51530,Virginia,Buena Vista City,90769,22103,4.1066371081,-0.566904121
51540,Virginia,Charlottesville City,159262,21096,7.5493932499,3.7778857305
51550,Virginia,Chesapeake City,167782,42459,3.9516239195,-0.762532188
51570,Virginia,Colonial Heights City,128688,33106,3.8871503655,-0.843898405
51580,Virginia,Covington City,89791,23100,3.8870562771,-0.844017145
51590,Virginia,Danville City,84282,16031,5.2574387125,0.8854180667
51595,Virginia,Emporia City,89505,18879,4.7409820435,0.23364501
51600,Virginia,Fairfax City,237272,50716,4.6784446723,0.1547222734
51610,Virginia,Falls Church City,,,,0.0
51620,Virginia,Franklin City,115239,23440,4.9163395904,0.4549478438
51630,Virginia,Fredericksburg City,168130,31229,5.3837778987,1.0448592794
51640,Virginia,Galax City,103923,18411,5.6446146326,1.3740376317
51650,Virginia,Hampton City,119752,28206,4.245621499,-0.391504544
51660,Virginia,Harrisonburg City,110650,21257,5.2053441219,0.8196742153
51670,Virginia,Hopewell City,98255,19286,5.0946282277,0.6799497405
51678,Virginia,Lexington City,124260,25462,4.8802136517,0.4093565775
51680,Virginia,Lynchburg City,109341,25443,4.2974885037,-0.326047908
51683,Virginia,Manassas City,193702,56300,3.4405328597,-1.407533797
51685,Virginia,Manassas Park City,161568,54504,2.964332893,-2.008502526
51690,Virginia,Martinsville City,85653,16177,5.2947394449,0.9324919334
51700,Virginia,Newport News City,117762,27896,4.2214654431,-0.421989708
51710,Virginia,Norfolk City,118641,26144,4.5379819461,-0.022542976
51720,Virginia,Norton City,97130,12232,7.940647482,3.0
51730,Virginia,Petersburg City,90515,17416,5.1972324299,0.8094371855
51735,Virginia,Poquoson City,187517,53769,3.4874555971,-1.348316871
51740,Virginia,Portsmouth City,109215,22687,4.813990391,0.3257822146
51750,Virginia,Radford City,111505,13173,8.4646625674,3.0
51760,Virginia,Richmond City,128159,22421,5.716025155,1.4641583665
51770,Virginia,Roanoke City,104684,20319,5.1520251981,0.7523852439
51775,Virginia,Salem City,129623,31123,4.1648619992,-0.493423774
51790,Virginia,Staunton City,119233,25201,4.7312805047,0.221401579
51800,Virginia,Suffolk City,157595,36476,4.3205121176,-0.296991896
51810,Virginia,Virginia Beach City,158712,43661,3.6350976844,-1.161991202
51820,Virginia,Waynesboro City,108670,22381,4.8554577543,0.3781144078
51830,Virginia,Williamsburg City,141797,27414,5.1724301452,0.7781364745
51840,Virginia,Winchester City,118454,28456,4.1627073376,-0.496142977
53000,Washington,,174822,39399,4.4372192188,
53001,Washington,Adams,107189,25807,4.1534854884,-0.507781035
53003,Washington,Asotin,122325,27333,4.4753594556,-0.101573134
53005,Washington,Benton,156378,37807,4.1362181607,-0.529572561
53007,Washington,Chelan,140869,32342,4.3556057139,-0.252703455
53009,Washington,Clallam,123006,28496,4.3166058394,-0.301921655
53011,Washington,Clark,160794,42687,3.7668142526,-0.995763684
53013,Washington,Columbia,120167,23406,5.1340254636,0.7296694137
53015,Washington,Cowlitz,128670,29592,4.348134631,-0.262132031
53017,Washington,Douglas,148085,39825,3.7183929692,-1.056871788
53019,Washington,Ferry,113182,20179,5.6089003419,1.3289658691
53021,Washington,Franklin,142095,37665,3.7726005575,-0.988461314
53023,Washington,Garfield,102570,29718,3.4514435696,-1.393764381
53025,Washington,Grant,118423,29125,4.0660257511,-0.618156026
53027,Washington,Grays Harbor,112928,26459,4.2680373408,-0.363215546
53029,Washington,Island,148740,41154,3.6142294795,-1.188327068
53031,Washington,Jefferson,134630,26821,5.0195742142,0.5852308866
53033,Washington,King,231881,48272,4.8036335764,0.3127118195
53035,Washington,Kitsap,166704,44847,3.7171717172,-1.058413019
53037,Washington,Kittitas,138247,28874,4.7879407079,0.2929072754
53039,Washington,Klickitat,124188,29314,4.2364740397,-0.403048722
53041,Washington,Lewis,125593,29324,4.2829422998,-0.344405351
53043,Washington,Lincoln,127043,29448,4.3141469709,-0.30502477
53045,Washington,Mason,138382,32097,4.3113686637,-0.308531019
53047,Washington,Okanogan,110774,26161,4.23431826,-0.405769335
53049,Washington,Pacific,113696,23847,4.7677275968,0.2673981436
53051,Washington,Pend Oreille,117403,29306,4.0061079642,-0.693772823
53053,Washington,Pierce,162902,43241,3.7673041789,-0.995145392
53055,Washington,San Juan,159700,32153,4.9668771188,0.5187266684
53057,Washington,Skagit,148077,36184,4.0923336281,-0.584955244
53059,Washington,Skamania,148941,29880,4.9846385542,0.541141763
53061,Washington,Snohomish,187864,47789,3.9311138547,-0.788416078
53063,Washington,Spokane,133845,30491,4.3896559641,-0.209731727
53065,Washington,Stevens,119458,28013,4.2643772534,-0.36783461
53067,Washington,Thurston,153127,40372,3.7929010205,-0.962841943
53069,Washington,Wahkiakum,117243,21872,5.3604151426,1.0153752668
53071,Washington,Walla Walla,131794,28134,4.6845098457,0.162376578
53073,Washington,Whatcom,141342,33828,4.1782547002,-0.476522062
53075,Washington,Whitman,117284,15963,7.3472404936,3.5227670966
53077,Washington,Yakima,116335,28884,4.0276623736,-0.666570961
54000,West Virginia,,112217,22137,5.0692054027,
54001,West Virginia,Barbour,88054,21306,4.1328264339,-0.533852952
54003,West Virginia,Berkeley,129184,34570,3.7368816893,-1.033538854
54005,West Virginia,Boone,106486,20474,5.2010354596,0.8142366438
54007,West Virginia,Braxton,76628,21221,3.6109514161,-1.192464014
54009,West Virginia,Brooke,101800,25503,3.9916872525,-0.711971894
54011,West Virginia,Cabell,104109,17508,5.9463673749,1.7548523623
54013,West Virginia,Calhoun,70452,15907,4.4289935249,-0.160087364
54015,West Virginia,Clay,91131,18662,4.8832386668,0.4131741743
54017,West Virginia,Doddridge,126429,24539,5.1521659399,0.7525628614
54019,West Virginia,Fayette,95509,18351,5.2045665086,0.8186928601
54021,West Virginia,Gilmer,93375,22393,4.1698298575,-0.487154291
54023,West Virginia,Grant,94553,22699,4.1655138993,-0.49260107
54025,West Virginia,Greenbrier,91019,19977,4.5561896181,0.0004352728
54027,West Virginia,Hampshire,111147,21474,5.1758871193,0.7824992076
54029,West Virginia,Hancock,110714,24697,4.482892659,-0.092066162
54031,West Virginia,Hardy,99688,24500,4.0688979592,-0.614531273
54033,West Virginia,Harrison,116964,24265,4.8202761179,0.3337148596
54035,West Virginia,Jackson,114280,22487,5.0820474052,0.664072627
54037,West Virginia,Jefferson,167323,37615,4.4483051974,-0.135715856
54039,West Virginia,Kanawha,112963,22064,5.1197878898,0.711701465
54041,West Virginia,Lewis,112250,19874,5.6480829224,1.3784146453
54043,West Virginia,Lincoln,90750,17771,5.1066344044,0.6951016456
54045,West Virginia,Logan,99342,17554,5.6592229691,1.3924734865
54047,West Virginia,McDowell,67887,11421,5.9440504334,1.7519283608
54049,West Virginia,Marion,114822,25312,4.5362673831,-0.024706771
54051,West Virginia,Marshall,117370,21065,5.5718015666,1.2821468741
54053,West Virginia,Mason,100696,22675,4.4408379272,-0.14513962
54055,West Virginia,Mercer,92704,21530,4.3058058523,-0.315551338
54057,West Virginia,Mineral,114303,25431,4.4946325351,-0.077250331
54059,West Virginia,Mingo,84302,12297,6.8554932097,2.9021775106
54061,West Virginia,Monongalia,140130,22302,6.2832929782,2.1800555663
54063,West Virginia,Monroe,92632,24441,3.7900249581,-0.966471561
54065,West Virginia,Morgan,109141,31143,3.5045114472,-1.326792232
54067,West Virginia,Nicholas,97053,20853,4.6541504819,0.1240627822
54069,West Virginia,Ohio,120038,20679,5.8048261521,1.5762260399
54071,West Virginia,Pendleton,89992,24821,3.6256395794,-1.173927417
54073,West Virginia,Pleasants,123119,27196,4.5270995735,-0.03627663
54075,West Virginia,Pocahontas,83130,20184,4.118608799,-0.551795737
54077,West Virginia,Preston,115744,25382,4.5600819478,0.0053474287
54079,West Virginia,Putnam,138764,33895,4.0939371589,-0.582931574
54081,West Virginia,Raleigh,104216,17521,5.9480623252,1.7569914051
54083,West Virginia,Randolph,101827,17426,5.8433949271,1.624900188
54085,West Virginia,Ritchie,91811,20444,4.490853062,-0.082020061
54087,West Virginia,Roane,90509,19421,4.6603676433,0.1319088969
54089,West Virginia,Summers,88711,21026,4.2191096737,-0.424962711
54091,West Virginia,Taylor,131047,23776,5.5117345222,1.2063417127
54093,West Virginia,Tucker,103357,24175,4.2753671148,-0.353965304
54095,West Virginia,Tyler,114140,24577,4.6441795174,0.1114793335
54097,West Virginia,Upshur,102638,21179,4.8462155909,0.3664507127
54099,West Virginia,Wayne,106333,19064,5.5776856903,1.2895726922
54101,West Virginia,Webster,89700,15884,5.647192143,1.3772904736
54103,West Virginia,Wetzel,100071,21425,4.6707584597,0.1450222027
54105,West Virginia,Wirt,100667,21060,4.7800094967,0.2828980141
54107,West Virginia,Wood,107917,22711,4.7517502532,0.2472345894
54109,West Virginia,Wyoming,85379,18268,4.6736917013,0.1487239805
55000,Wisconsin,,135046,32396,4.1686010619,
55001,Wisconsin,Adams,106463,25234,4.2190298803,-0.425063411
55003,Wisconsin,Ashland,106420,20505,5.1899536698,0.8002513234
55005,Wisconsin,Barron,111347,28277,3.937723238,-0.780074976
55007,Wisconsin,Bayfield,117455,30042,3.9096930963,-0.815449272
55009,Wisconsin,Brown,132316,33915,3.9014005602,-0.825914528
55011,Wisconsin,Buffalo,112189,30393,3.6912775968,-1.091091637
55013,Wisconsin,Burnett,116074,26030,4.4592393392,-0.121916869
55015,Wisconsin,Calumet,145908,39586,3.6858485323,-1.097943166
55017,Wisconsin,Chippewa,127119,31248,4.0680683564,-0.61557824
55019,Wisconsin,Clark,112427,31019,3.6244559786,-1.175421132
55021,Wisconsin,Columbia,140486,37559,3.7404084241,-1.029088082
55023,Wisconsin,Crawford,106854,26624,4.0134465144,-0.684511506
55025,Wisconsin,Dane,161304,37515,4.299720112,-0.323231598
55027,Wisconsin,Dodge,120623,34751,3.4710655808,-1.369001222
55029,Wisconsin,Door,124447,33035,3.7671257757,-0.995370539
55031,Wisconsin,Douglas,122094,27231,4.4836399692,-0.09112305
55033,Wisconsin,Dunn,127388,28469,4.4746215181,-0.102504418
55035,Wisconsin,Eau Claire,129154,33406,3.8661917021,-0.870348431
55037,Wisconsin,Florence,107063,27835,3.8463445303,-0.895395744
55039,Wisconsin,Fond du Lac,125329,34010,3.6850632167,-1.098934242
55041,Wisconsin,Forest,100868,23801,4.2379731944,-0.401156775
55043,Wisconsin,Grant,116517,29756,3.9157480844,-0.807807821
55045,Wisconsin,Green,131500,34778,3.7811259992,-0.977702128
55047,Wisconsin,Green Lake,119167,30436,3.9153305296,-0.808334779
55049,Wisconsin,Iowa,138619,36300,3.8187052342,-0.930276789
55051,Wisconsin,Iron,107288,25728,4.1700870647,-0.486829694
55053,Wisconsin,Jackson,115730,25328,4.5692514214,0.0169193885
55055,Wisconsin,Jefferson,136587,36258,3.7670858845,-0.995420882
55057,Wisconsin,Juneau,109818,28580,3.8424772568,-0.900276278
55059,Wisconsin,Kenosha,143548,34482,4.1629835856,-0.495794349
55061,Wisconsin,Kewaunee,131363,37808,3.4744763013,-1.364696862
55063,Wisconsin,La Crosse,129622,30595,4.236705344,-0.402756814
55065,Wisconsin,Lafayette,119197,29818,3.9974847408,-0.704655411
55067,Wisconsin,Langlade,104772,26020,4.026594927,-0.667918088
55069,Wisconsin,Lincoln,116170,26622,4.363684171,-0.242508368
55071,Wisconsin,Manitowoc,119786,29860,4.0115874079,-0.686857715
55073,Wisconsin,Marathon,128841,34171,3.7704778906,-0.991140139
55075,Wisconsin,Marinette,106975,28524,3.750350582,-1.016540987
55077,Wisconsin,Marquette,112177,28677,3.9117411166,-0.812864651
55078,Wisconsin,Menominee,112804,31247,3.6100745672,-1.193570606
55079,Wisconsin,Milwaukee,118975,24485,4.8590974066,0.3827076823
55081,Wisconsin,Monroe,120104,31011,3.8729483087,-0.861821531
55083,Wisconsin,Oconto,125749,34148,3.6824704229,-1.102206371
55085,Wisconsin,Oneida,124623,28436,4.3825784217,-0.218663651
55087,Wisconsin,Outagamie,139436,37589,3.7094894783,-1.068108075
55089,Wisconsin,Ozaukee,183315,41304,4.4381900058,-0.148481321
55091,Wisconsin,Pepin,122024,32518,3.7525063042,-1.013820446
55093,Wisconsin,Pierce,148376,40179,3.6928743871,-1.089076473
55095,Wisconsin,Polk,128271,34464,3.7218837047,-1.052466448
55097,Wisconsin,Portage,127702,33039,3.8651896244,-0.871613062
55099,Wisconsin,Price,99475,25604,3.8851351351,-0.846441644
55101,Wisconsin,Racine,137367,32843,4.1825350912,-0.47112017
55103,Wisconsin,Richland,111935,27518,4.0677011411,-0.616041669
55105,Wisconsin,Rock,123202,33076,3.7248155762,-1.048766399
55107,Wisconsin,Rusk,104632,27256,3.8388611682,-0.904839815
55109,Wisconsin,St. Croix,164582,47958,3.4317944868,-1.418561703
55111,Wisconsin,Sauk,125062,33566,3.7258535423,-1.047456476
55113,Wisconsin,Sawyer,108047,24669,4.3798694718,-0.22208237
55115,Wisconsin,Shawano,115116,30011,3.8357935424,-0.908711187
55117,Wisconsin,Sheboygan,126754,35135,3.6076277216,-1.196658547
55119,Wisconsin,Taylor,111819,30744,3.6370999219,-1.15946436
55121,Wisconsin,Trempealeau,118547,34864,3.4002696191,-1.458346376
55123,Wisconsin,Vernon,120676,28897,4.1760736409,-0.479274579
55125,Wisconsin,Vilas,113370,29542,3.837587164,-0.90644762
55127,Wisconsin,Walworth,139440,35332,3.9465640213,-0.768917826
55129,Wisconsin,Washburn,113495,28185,4.0267872982,-0.667675314
55131,Wisconsin,Washington,155180,45075,3.4427066001,-1.404790516
55133,Wisconsin,Waukesha,183306,46268,3.9618310712,-0.749650669
55135,Wisconsin,Waupaca,119913,31338,3.8264407429,-0.920514506
55137,Wisconsin,Waushara,112195,28366,3.9552633434,-0.757939202
55139,Wisconsin,Winnebago,124806,32529,3.836761044,-0.907490191
55141,Wisconsin,Wood,114438,28913,3.9580119669,-0.754470413
56000,Wyoming,,134680,31382,4.2916321458,
56001,Wyoming,Albany,119863,21357,5.6123519221,1.3333217949
56003,Wyoming,Big Horn,112714,27030,4.1699593045,-0.486990928
56005,Wyoming,Campbell,151437,37235,4.0670605613,-0.616850086
